,saa_objectives,grader_objectives,grader_greedy_objectives,grader_random_objectives
3721,9.0,11.0,9.0,14.0
3722,11.0,6.0,7.0,7.0
3723,9.0,7.0,9.0,10.0
3724,6.0,10.0,3.0,5.0
3725,10.0,6.0,4.0,9.0
3726,10.0,4.0,8.0,4.0
3727,4.0,3.0,2.0,8.0
3728,3.0,6.0,8.0,14.0
3729,8.0,5.0,4.0,7.0
3730,9.0,0.0,7.0,10.0
3731,11.0,9.0,7.0,9.0
3732,10.0,3.0,4.0,6.0
3733,9.0,11.0,6.0,9.0
3734,8.0,9.0,7.0,12.0
3735,9.0,7.0,7.0,14.0
3736,8.0,7.0,7.0,4.0
3737,9.0,7.0,6.0,13.0
3738,7.0,3.0,7.0,4.0
3739,9.0,5.0,3.0,6.0
3740,9.0,4.0,9.0,11.0
3741,10.0,11.0,7.0,7.0
3742,11.0,11.0,10.0,14.0
3743,8.0,10.0,4.0,6.0
3744,3.0,9.0,7.0,7.0
3745,5.0,7.0,6.0,7.0
3746,7.0,4.0,3.0,2.0
3747,7.0,4.0,11.0,8.0
3748,5.0,4.0,11.0,9.0
3749,11.0,4.0,7.0,7.0
3750,9.0,8.0,6.0,5.0
3751,5.0,8.0,4.0,8.0
3752,8.0,4.0,8.0,9.0
3753,6.0,6.0,7.0,6.0
3754,3.0,2.0,3.0,12.0
3755,7.0,7.0,7.0,10.0
3756,8.0,2.0,8.0,11.0
3757,7.0,6.0,14.0,5.0
3758,9.0,5.0,4.0,3.0
3759,7.0,9.0,4.0,11.0
3760,6.0,2.0,4.0,11.0
3761,7.0,7.0,6.0,7.0
3762,8.0,5.0,8.0,9.0
3763,10.0,7.0,5.0,7.0
3764,4.0,5.0,5.0,9.0
3765,10.0,7.0,5.0,6.0
3766,9.0,5.0,10.0,11.0
3767,6.0,7.0,5.0,3.0
3768,7.0,11.0,7.0,9.0
3769,8.0,10.0,7.0,10.0
3770,10.0,4.0,6.0,5.0
3771,7.0,9.0,3.0,5.0
3772,8.0,11.0,6.0,6.0
3773,5.0,6.0,12.0,9.0
3774,8.0,4.0,9.0,5.0
3775,10.0,8.0,6.0,4.0
3776,6.0,5.0,3.0,9.0
3777,7.0,6.0,5.0,5.0
3778,8.0,8.0,4.0,4.0
3779,9.0,7.0,6.0,10.0
3780,4.0,9.0,6.0,9.0
3781,4.0,11.0,5.0,13.0
3782,9.0,5.0,11.0,7.0
3783,9.0,9.0,5.0,7.0
3784,8.0,11.0,9.0,11.0
3785,11.0,4.0,7.0,8.0
3786,8.0,5.0,9.0,6.0
3787,7.0,8.0,5.0,7.0
3788,8.0,7.0,9.0,8.0
3789,10.0,6.0,5.0,6.0
3790,5.0,6.0,4.0,10.0
3791,10.0,7.0,4.0,3.0
3792,4.0,2.0,4.0,13.0
3793,9.0,9.0,6.0,11.0
3794,7.0,12.0,5.0,10.0
3795,4.0,5.0,4.0,6.0
3796,6.0,4.0,3.0,9.0
3797,6.0,6.0,7.0,8.0
3798,6.0,2.0,8.0,5.0
3799,9.0,3.0,14.0,11.0
3800,6.0,6.0,5.0,13.0
3801,9.0,12.0,5.0,4.0
3802,6.0,5.0,3.0,8.0
3803,6.0,9.0,7.0,4.0
3804,8.0,7.0,2.0,8.0
3805,10.0,4.0,5.0,3.0
3806,7.0,9.0,10.0,7.0
3807,8.0,7.0,4.0,6.0
3808,7.0,5.0,5.0,9.0
3809,7.0,12.0,8.0,9.0
3810,6.0,9.0,6.0,7.0
3811,10.0,6.0,3.0,6.0
3812,10.0,6.0,8.0,7.0
3813,9.0,4.0,9.0,10.0
3814,8.0,5.0,5.0,6.0
3815,4.0,6.0,7.0,9.0
3816,10.0,10.0,9.0,9.0
3817,10.0,9.0,5.0,9.0
3818,10.0,7.0,8.0,10.0
3819,6.0,4.0,12.0,3.0
3820,5.0,8.0,6.0,16.0
3821,9.0,5.0,4.0,6.0
3822,10.0,4.0,0.0,7.0
3823,10.0,6.0,12.0,12.0
3824,10.0,8.0,4.0,13.0
3825,8.0,7.0,6.0,5.0
3826,6.0,7.0,1.0,8.0
3827,6.0,3.0,5.0,5.0
3828,8.0,7.0,6.0,11.0
3829,5.0,3.0,7.0,6.0
3830,7.0,5.0,8.0,4.0
3831,9.0,7.0,5.0,4.0
3832,6.0,6.0,5.0,13.0
3833,9.0,3.0,9.0,5.0
3834,7.0,6.0,3.0,7.0
3835,9.0,11.0,8.0,5.0
3836,9.0,9.0,4.0,8.0
3837,6.0,5.0,10.0,14.0
3838,12.0,7.0,9.0,7.0
3839,6.0,4.0,6.0,5.0
3840,8.0,8.0,8.0,11.0
3841,10.0,7.0,3.0,9.0
3842,5.0,4.0,12.0,11.0
3843,10.0,6.0,8.0,8.0
3844,9.0,7.0,8.0,11.0
3845,7.0,5.0,2.0,4.0
3846,14.0,9.0,4.0,4.0
3847,12.0,5.0,14.0,5.0
3848,8.0,6.0,9.0,6.0
3849,9.0,4.0,6.0,13.0
3850,10.0,7.0,8.0,7.0
3851,8.0,2.0,4.0,11.0
3852,6.0,7.0,9.0,9.0
3853,10.0,10.0,5.0,8.0
3854,9.0,8.0,12.0,5.0
3855,9.0,10.0,5.0,13.0
3856,4.0,9.0,8.0,9.0
3857,8.0,6.0,10.0,8.0
3858,9.0,5.0,6.0,6.0
3859,7.0,13.0,5.0,8.0
3860,4.0,5.0,10.0,11.0
3861,12.0,5.0,6.0,15.0
3862,7.0,8.0,6.0,14.0
3863,5.0,4.0,11.0,5.0
3864,13.0,5.0,8.0,14.0
3865,7.0,4.0,7.0,9.0
3866,12.0,6.0,7.0,10.0
3867,8.0,6.0,4.0,9.0
3868,7.0,4.0,4.0,10.0
3869,11.0,12.0,2.0,8.0
3870,10.0,8.0,10.0,9.0
3871,9.0,11.0,3.0,7.0
3872,10.0,4.0,2.0,5.0
3873,10.0,11.0,4.0,7.0
3874,7.0,9.0,3.0,7.0
3875,6.0,10.0,5.0,9.0
3876,7.0,6.0,5.0,8.0
3877,9.0,6.0,7.0,6.0
3878,3.0,3.0,4.0,6.0
3879,10.0,7.0,4.0,7.0
3880,6.0,3.0,6.0,16.0
3881,8.0,12.0,6.0,11.0
3882,2.0,4.0,6.0,9.0
3883,4.0,7.0,3.0,14.0
3884,7.0,4.0,5.0,5.0
3885,7.0,9.0,5.0,5.0
3886,10.0,6.0,4.0,6.0
3887,9.0,5.0,7.0,9.0
3888,7.0,9.0,9.0,5.0
3889,6.0,5.0,5.0,13.0
3890,11.0,10.0,11.0,11.0
3891,9.0,5.0,6.0,9.0
3892,9.0,2.0,7.0,13.0
3893,8.0,5.0,10.0,5.0
3894,6.0,9.0,6.0,12.0
3895,4.0,5.0,2.0,9.0
3896,7.0,4.0,8.0,5.0
3897,9.0,7.0,5.0,5.0
3898,7.0,10.0,4.0,5.0
3899,6.0,4.0,2.0,7.0
3900,11.0,5.0,2.0,13.0
3901,7.0,6.0,8.0,8.0
3902,10.0,11.0,4.0,7.0
3903,9.0,6.0,4.0,9.0
3904,5.0,5.0,4.0,9.0
3905,11.0,4.0,9.0,6.0
3906,7.0,2.0,5.0,9.0
3907,8.0,8.0,4.0,10.0
3908,10.0,2.0,5.0,10.0
3909,3.0,4.0,10.0,10.0
3910,8.0,10.0,7.0,7.0
3911,9.0,6.0,4.0,8.0
3912,7.0,8.0,3.0,17.0
3913,4.0,3.0,3.0,12.0
3914,10.0,5.0,6.0,7.0
3915,7.0,9.0,6.0,5.0
3916,9.0,7.0,6.0,8.0
3917,8.0,10.0,8.0,9.0
3918,5.0,7.0,7.0,4.0
3919,9.0,7.0,9.0,2.0
3920,5.0,3.0,3.0,13.0
3921,6.0,13.0,4.0,7.0
3922,8.0,7.0,4.0,14.0
3923,7.0,4.0,10.0,8.0
3924,8.0,5.0,10.0,5.0
3925,10.0,4.0,8.0,10.0
3926,6.0,4.0,6.0,10.0
3927,8.0,6.0,5.0,5.0
3928,6.0,7.0,3.0,7.0
3929,8.0,7.0,3.0,10.0
3930,10.0,7.0,7.0,9.0
3931,9.0,6.0,4.0,11.0
3932,9.0,8.0,5.0,6.0
3933,10.0,10.0,6.0,12.0
3934,8.0,2.0,5.0,14.0
3935,9.0,7.0,9.0,8.0
3936,7.0,3.0,0.0,5.0
3937,9.0,6.0,6.0,8.0
3938,9.0,9.0,4.0,11.0
3939,10.0,3.0,3.0,4.0
3940,9.0,4.0,4.0,6.0
3941,5.0,7.0,5.0,12.0
3942,6.0,6.0,5.0,5.0
3943,5.0,10.0,4.0,10.0
3944,7.0,2.0,2.0,5.0
3945,6.0,7.0,3.0,17.0
3946,8.0,9.0,5.0,4.0
3947,6.0,10.0,3.0,5.0
3948,5.0,10.0,10.0,3.0
3949,6.0,8.0,6.0,4.0
3950,6.0,5.0,6.0,10.0
3951,7.0,2.0,0.0,5.0
3952,10.0,6.0,6.0,5.0
3953,3.0,16.0,3.0,14.0
3954,8.0,10.0,2.0,8.0
3955,9.0,5.0,1.0,2.0
3956,4.0,6.0,5.0,10.0
3957,9.0,6.0,9.0,11.0
3958,8.0,8.0,7.0,8.0
3959,8.0,7.0,7.0,4.0
3960,10.0,6.0,4.0,15.0
3961,9.0,7.0,5.0,13.0
3962,10.0,7.0,5.0,6.0
3963,8.0,4.0,9.0,7.0
3964,10.0,10.0,6.0,11.0
3965,8.0,4.0,9.0,6.0
3966,6.0,8.0,6.0,8.0
3967,7.0,6.0,4.0,18.0
3968,4.0,12.0,3.0,7.0
3969,9.0,6.0,14.0,9.0
3970,10.0,2.0,5.0,13.0
3971,10.0,7.0,9.0,7.0
3972,6.0,7.0,3.0,5.0
3973,9.0,10.0,7.0,13.0
3974,4.0,8.0,5.0,7.0
3975,7.0,4.0,7.0,9.0
3976,9.0,6.0,6.0,8.0
3977,7.0,2.0,7.0,6.0
3978,10.0,8.0,9.0,12.0
3979,5.0,14.0,10.0,4.0
3980,7.0,4.0,7.0,4.0
3981,8.0,9.0,5.0,14.0
3982,10.0,4.0,4.0,11.0
3983,9.0,8.0,6.0,8.0
3984,7.0,6.0,4.0,8.0
3985,10.0,6.0,7.0,7.0
3986,7.0,8.0,7.0,14.0
3987,7.0,2.0,9.0,9.0
3988,4.0,2.0,3.0,6.0
3989,3.0,7.0,0.0,6.0
3990,8.0,7.0,4.0,13.0
3991,7.0,8.0,8.0,9.0
3992,10.0,12.0,3.0,10.0
3993,9.0,6.0,5.0,5.0
3994,13.0,4.0,2.0,7.0
3995,8.0,9.0,10.0,8.0
3996,7.0,6.0,4.0,3.0
3997,10.0,2.0,9.0,9.0
3998,9.0,5.0,7.0,7.0
3999,7.0,10.0,9.0,6.0
4000,5.0,2.0,3.0,7.0
4001,8.0,8.0,8.0,3.0
4002,8.0,8.0,6.0,5.0
4003,7.0,5.0,12.0,7.0
4004,7.0,8.0,11.0,10.0
4005,10.0,6.0,3.0,8.0
4006,7.0,5.0,7.0,7.0
4007,10.0,7.0,6.0,5.0
4008,8.0,6.0,11.0,5.0
4009,10.0,4.0,1.0,6.0
4010,10.0,5.0,6.0,12.0
4011,6.0,12.0,7.0,12.0
4012,7.0,5.0,3.0,6.0
4013,10.0,7.0,3.0,9.0
4014,8.0,4.0,4.0,8.0
4015,9.0,2.0,4.0,12.0
4016,9.0,10.0,3.0,8.0
4017,15.0,7.0,6.0,13.0
4018,5.0,6.0,7.0,5.0
4019,8.0,3.0,11.0,4.0
4020,7.0,6.0,2.0,7.0
4021,7.0,8.0,3.0,14.0
4022,9.0,5.0,9.0,9.0
4023,5.0,4.0,13.0,6.0
4024,10.0,6.0,8.0,8.0
4025,3.0,6.0,8.0,8.0
4026,7.0,4.0,4.0,14.0
4027,9.0,4.0,4.0,11.0
4028,10.0,4.0,7.0,10.0
4029,11.0,8.0,5.0,12.0
4030,8.0,7.0,5.0,9.0
4031,10.0,5.0,8.0,13.0
4032,13.0,1.0,4.0,5.0
4033,5.0,5.0,3.0,10.0
4034,9.0,6.0,6.0,8.0
4035,5.0,9.0,7.0,6.0
4036,8.0,2.0,7.0,11.0
4037,4.0,10.0,6.0,9.0
4038,5.0,7.0,4.0,6.0
4039,6.0,7.0,9.0,7.0
4040,6.0,3.0,10.0,6.0
4041,7.0,12.0,6.0,5.0
4042,6.0,7.0,5.0,15.0
4043,5.0,7.0,7.0,7.0
4044,9.0,7.0,8.0,4.0
4045,9.0,10.0,4.0,9.0
4046,6.0,5.0,5.0,9.0
4047,4.0,6.0,6.0,10.0
4048,8.0,3.0,7.0,9.0
4049,8.0,6.0,11.0,4.0
4050,4.0,7.0,4.0,6.0
4051,7.0,5.0,4.0,6.0
4052,9.0,3.0,6.0,19.0
4053,8.0,6.0,7.0,9.0
4054,7.0,8.0,5.0,11.0
4055,10.0,4.0,7.0,2.0
4056,10.0,9.0,6.0,9.0
4057,12.0,5.0,7.0,13.0
4058,7.0,11.0,8.0,14.0
4059,11.0,8.0,8.0,7.0
4060,5.0,7.0,8.0,17.0
4061,9.0,8.0,7.0,4.0
4062,5.0,4.0,7.0,7.0
4063,8.0,8.0,8.0,13.0
4064,7.0,3.0,8.0,5.0
4065,6.0,7.0,6.0,10.0
4066,10.0,5.0,3.0,5.0
4067,10.0,3.0,3.0,9.0
4068,6.0,0.0,3.0,6.0
4069,9.0,6.0,5.0,12.0
4070,9.0,4.0,8.0,5.0
4071,3.0,7.0,8.0,14.0
4072,11.0,8.0,7.0,10.0
4073,9.0,5.0,8.0,12.0
4074,5.0,5.0,8.0,11.0
4075,5.0,4.0,8.0,7.0
4076,9.0,6.0,7.0,4.0
4077,10.0,4.0,0.0,13.0
4078,7.0,12.0,8.0,8.0
4079,10.0,5.0,4.0,11.0
4080,4.0,6.0,8.0,11.0
4081,10.0,4.0,5.0,6.0
4082,8.0,2.0,8.0,10.0
4083,7.0,11.0,5.0,9.0
4084,9.0,8.0,4.0,10.0
4085,7.0,6.0,7.0,6.0
4086,2.0,10.0,8.0,3.0
4087,7.0,15.0,11.0,10.0
4088,9.0,6.0,8.0,8.0
4089,10.0,4.0,8.0,13.0
4090,10.0,8.0,9.0,8.0
4091,4.0,4.0,7.0,6.0
4092,9.0,3.0,6.0,12.0
4093,7.0,5.0,10.0,6.0
4094,8.0,7.0,9.0,9.0
4095,7.0,2.0,9.0,9.0
4096,8.0,9.0,9.0,12.0
4097,7.0,8.0,6.0,2.0
4098,6.0,7.0,2.0,9.0
4099,9.0,8.0,8.0,14.0
4100,10.0,11.0,11.0,11.0
4101,7.0,11.0,6.0,5.0
4102,9.0,8.0,4.0,5.0
4103,10.0,3.0,4.0,5.0
4104,5.0,11.0,6.0,8.0
4105,3.0,5.0,2.0,3.0
4106,11.0,5.0,4.0,17.0
4107,12.0,5.0,6.0,10.0
4108,7.0,2.0,6.0,14.0
4109,10.0,7.0,4.0,5.0
4110,8.0,3.0,5.0,5.0
4111,9.0,3.0,3.0,9.0
4112,7.0,3.0,8.0,7.0
4113,9.0,7.0,8.0,6.0
4114,9.0,8.0,8.0,5.0
4115,9.0,4.0,4.0,13.0
4116,6.0,8.0,6.0,10.0
4117,6.0,7.0,4.0,9.0
4118,10.0,6.0,8.0,6.0
4119,9.0,5.0,9.0,8.0
4120,8.0,4.0,7.0,4.0
4121,5.0,7.0,6.0,7.0
4122,11.0,10.0,2.0,9.0
4123,8.0,10.0,4.0,10.0
4124,5.0,8.0,1.0,7.0
4125,11.0,8.0,9.0,7.0
4126,7.0,10.0,6.0,10.0
4127,6.0,5.0,6.0,10.0
4128,9.0,9.0,4.0,5.0
4129,8.0,8.0,6.0,8.0
4130,8.0,5.0,6.0,13.0
4131,7.0,5.0,7.0,10.0
4132,7.0,6.0,12.0,7.0
4133,7.0,4.0,9.0,5.0
4134,5.0,6.0,6.0,6.0
4135,5.0,9.0,4.0,9.0
4136,10.0,7.0,7.0,9.0
4137,8.0,10.0,5.0,2.0
4138,10.0,5.0,6.0,4.0
4139,9.0,7.0,9.0,6.0
4140,9.0,14.0,6.0,14.0
4141,9.0,6.0,7.0,3.0
4142,12.0,2.0,11.0,14.0
4143,7.0,10.0,7.0,7.0
4144,7.0,7.0,7.0,7.0
4145,6.0,4.0,8.0,8.0
4146,10.0,5.0,7.0,8.0
4147,10.0,3.0,8.0,6.0
4148,5.0,12.0,4.0,10.0
4149,12.0,8.0,2.0,5.0
4150,8.0,6.0,6.0,2.0
4151,9.0,7.0,6.0,3.0
4152,9.0,5.0,5.0,9.0
4153,7.0,4.0,13.0,10.0
4154,10.0,8.0,5.0,13.0
4155,10.0,4.0,5.0,11.0
4156,8.0,10.0,6.0,7.0
4157,7.0,11.0,5.0,7.0
4158,7.0,8.0,11.0,9.0
4159,10.0,5.0,8.0,5.0
4160,7.0,0.0,6.0,5.0
4161,4.0,6.0,12.0,9.0
4162,6.0,9.0,5.0,6.0
4163,2.0,6.0,5.0,12.0
4164,7.0,6.0,8.0,5.0
4165,7.0,6.0,8.0,9.0
4166,9.0,6.0,7.0,10.0
4167,9.0,7.0,5.0,8.0
4168,8.0,4.0,6.0,9.0
4169,3.0,8.0,6.0,1.0
4170,8.0,3.0,6.0,11.0
4171,7.0,6.0,7.0,3.0
4172,6.0,11.0,6.0,11.0
4173,8.0,9.0,4.0,7.0
4174,8.0,11.0,6.0,5.0
4175,7.0,1.0,6.0,11.0
4176,8.0,8.0,10.0,9.0
4177,5.0,4.0,9.0,6.0
4178,7.0,3.0,1.0,10.0
4179,6.0,3.0,5.0,11.0
4180,5.0,7.0,2.0,9.0
4181,9.0,5.0,7.0,13.0
4182,9.0,16.0,8.0,6.0
4183,9.0,8.0,5.0,12.0
4184,4.0,2.0,5.0,8.0
4185,10.0,9.0,7.0,13.0
4186,9.0,8.0,7.0,14.0
4187,6.0,5.0,2.0,12.0
4188,9.0,5.0,11.0,5.0
4189,7.0,4.0,5.0,8.0
4190,8.0,1.0,5.0,9.0
4191,8.0,7.0,4.0,14.0
4192,7.0,5.0,7.0,4.0
4193,8.0,10.0,9.0,9.0
4194,10.0,8.0,6.0,7.0
4195,7.0,9.0,8.0,17.0
4196,10.0,10.0,6.0,6.0
4197,11.0,1.0,3.0,12.0
4198,9.0,4.0,5.0,6.0
4199,6.0,5.0,3.0,12.0
4200,6.0,3.0,4.0,6.0
4201,13.0,5.0,7.0,8.0
4202,8.0,6.0,4.0,7.0
4203,12.0,6.0,11.0,8.0
4204,14.0,9.0,6.0,2.0
4205,10.0,6.0,4.0,10.0
4206,9.0,6.0,4.0,4.0
4207,8.0,5.0,3.0,8.0
4208,10.0,9.0,5.0,16.0
4209,4.0,6.0,6.0,10.0
4210,9.0,4.0,8.0,5.0
4211,10.0,9.0,6.0,14.0
4212,7.0,11.0,6.0,10.0
4213,7.0,8.0,6.0,17.0
4214,7.0,5.0,3.0,3.0
4215,8.0,9.0,8.0,8.0
4216,14.0,6.0,8.0,8.0
4217,4.0,8.0,6.0,9.0
4218,9.0,2.0,7.0,7.0
4219,8.0,3.0,4.0,9.0
4220,11.0,7.0,7.0,13.0
4221,10.0,5.0,6.0,9.0
4222,8.0,7.0,5.0,6.0
4223,12.0,3.0,5.0,18.0
4224,5.0,3.0,2.0,8.0
4225,6.0,8.0,5.0,9.0
4226,7.0,7.0,5.0,9.0
4227,7.0,3.0,6.0,18.0
4228,10.0,8.0,6.0,7.0
4229,8.0,8.0,5.0,6.0
4230,9.0,7.0,8.0,11.0
4231,7.0,7.0,6.0,6.0
4232,10.0,10.0,4.0,4.0
4233,8.0,6.0,5.0,8.0
4234,11.0,5.0,3.0,21.0
4235,10.0,8.0,6.0,10.0
4236,5.0,3.0,7.0,15.0
4237,7.0,5.0,6.0,3.0
4238,7.0,3.0,4.0,8.0
4239,8.0,3.0,4.0,11.0
4240,7.0,5.0,6.0,7.0
4241,9.0,7.0,6.0,12.0
4242,6.0,11.0,10.0,8.0
4243,10.0,11.0,5.0,10.0
4244,8.0,5.0,5.0,15.0
4245,5.0,13.0,7.0,14.0
4246,7.0,6.0,5.0,7.0
4247,10.0,5.0,6.0,10.0
4248,7.0,5.0,4.0,8.0
4249,10.0,4.0,7.0,14.0
4250,5.0,5.0,2.0,15.0
4251,7.0,9.0,7.0,9.0
4252,7.0,7.0,3.0,8.0
4253,10.0,9.0,7.0,10.0
4254,9.0,11.0,3.0,8.0
4255,9.0,9.0,10.0,4.0
4256,11.0,7.0,5.0,8.0
4257,9.0,9.0,10.0,7.0
4258,9.0,2.0,3.0,10.0
4259,5.0,8.0,12.0,9.0
4260,6.0,8.0,10.0,8.0
4261,6.0,3.0,5.0,9.0
4262,10.0,4.0,8.0,4.0
4263,10.0,4.0,10.0,10.0
4264,6.0,9.0,5.0,5.0
4265,9.0,10.0,8.0,8.0
4266,9.0,6.0,6.0,10.0
4267,10.0,6.0,4.0,10.0
4268,11.0,3.0,4.0,5.0
4269,8.0,8.0,6.0,12.0
4270,10.0,4.0,5.0,14.0
4271,7.0,8.0,10.0,8.0
4272,9.0,7.0,7.0,6.0
4273,9.0,3.0,4.0,13.0
4274,7.0,9.0,6.0,9.0
4275,11.0,9.0,7.0,11.0
4276,8.0,8.0,10.0,10.0
4277,10.0,9.0,7.0,10.0
4278,8.0,6.0,4.0,8.0
4279,10.0,5.0,11.0,10.0
4280,7.0,9.0,4.0,4.0
4281,8.0,7.0,8.0,6.0
4282,9.0,7.0,7.0,9.0
4283,7.0,10.0,9.0,11.0
4284,5.0,4.0,3.0,10.0
4285,8.0,6.0,5.0,7.0
4286,11.0,10.0,8.0,2.0
4287,6.0,8.0,8.0,9.0
4288,5.0,4.0,2.0,8.0
4289,10.0,8.0,12.0,6.0
4290,6.0,13.0,5.0,1.0
4291,7.0,4.0,6.0,9.0
4292,9.0,7.0,8.0,6.0
4293,8.0,6.0,6.0,8.0
4294,10.0,5.0,8.0,12.0
4295,10.0,5.0,7.0,3.0
4296,9.0,6.0,4.0,9.0
4297,10.0,6.0,7.0,6.0
4298,10.0,1.0,8.0,9.0
4299,6.0,8.0,3.0,8.0
4300,6.0,10.0,2.0,12.0
4301,7.0,3.0,12.0,9.0
4302,10.0,7.0,3.0,9.0
4303,8.0,9.0,5.0,7.0
4304,7.0,6.0,8.0,9.0
4305,5.0,6.0,8.0,9.0
4306,9.0,8.0,7.0,9.0
4307,7.0,8.0,4.0,9.0
4308,7.0,6.0,9.0,7.0
4309,6.0,3.0,9.0,13.0
4310,9.0,9.0,3.0,9.0
4311,4.0,4.0,2.0,9.0
4312,5.0,10.0,6.0,6.0
4313,7.0,5.0,3.0,8.0
4314,10.0,7.0,6.0,5.0
4315,10.0,8.0,6.0,9.0
4316,8.0,10.0,8.0,12.0
4317,6.0,8.0,8.0,8.0
4318,6.0,8.0,3.0,7.0
4319,10.0,4.0,6.0,11.0
4320,6.0,9.0,5.0,9.0
4321,9.0,5.0,9.0,7.0
4322,8.0,6.0,10.0,9.0
4323,4.0,7.0,4.0,9.0
4324,5.0,11.0,3.0,8.0
4325,6.0,5.0,3.0,9.0
4326,10.0,8.0,5.0,13.0
4327,8.0,8.0,8.0,11.0
4328,7.0,12.0,3.0,5.0
4329,4.0,4.0,7.0,13.0
4330,9.0,4.0,4.0,11.0
4331,10.0,7.0,6.0,7.0
4332,8.0,10.0,6.0,7.0
4333,10.0,8.0,5.0,6.0
4334,10.0,4.0,8.0,6.0
4335,10.0,15.0,5.0,5.0
4336,9.0,7.0,6.0,5.0
4337,7.0,7.0,6.0,10.0
4338,6.0,12.0,3.0,4.0
4339,5.0,3.0,9.0,8.0
4340,7.0,8.0,6.0,13.0
4341,8.0,6.0,1.0,6.0
4342,10.0,7.0,2.0,2.0
4343,8.0,10.0,6.0,7.0
4344,8.0,9.0,4.0,8.0
4345,8.0,7.0,7.0,7.0
4346,8.0,8.0,6.0,5.0
4347,9.0,4.0,6.0,4.0
4348,9.0,7.0,7.0,5.0
4349,6.0,3.0,6.0,11.0
4350,8.0,7.0,2.0,5.0
4351,8.0,3.0,3.0,6.0
4352,13.0,8.0,7.0,6.0
4353,11.0,3.0,7.0,6.0
4354,9.0,9.0,9.0,4.0
4355,11.0,8.0,6.0,9.0
4356,4.0,3.0,3.0,7.0
4357,7.0,6.0,10.0,3.0
4358,8.0,12.0,4.0,3.0
4359,8.0,4.0,3.0,12.0
4360,7.0,8.0,4.0,11.0
4361,10.0,7.0,7.0,14.0
4362,7.0,6.0,5.0,13.0
4363,8.0,4.0,7.0,5.0
4364,8.0,4.0,1.0,10.0
4365,14.0,8.0,6.0,11.0
4366,7.0,7.0,8.0,6.0
4367,10.0,7.0,6.0,7.0
4368,5.0,5.0,5.0,11.0
4369,10.0,6.0,6.0,13.0
4370,9.0,7.0,5.0,8.0
4371,9.0,7.0,3.0,11.0
4372,7.0,2.0,9.0,4.0
4373,7.0,4.0,6.0,7.0
4374,8.0,3.0,8.0,6.0
4375,4.0,10.0,3.0,7.0
4376,5.0,9.0,6.0,10.0
4377,13.0,4.0,7.0,3.0
4378,8.0,7.0,7.0,6.0
4379,7.0,7.0,3.0,8.0
4380,7.0,10.0,5.0,11.0
4381,11.0,12.0,7.0,7.0
4382,10.0,5.0,5.0,7.0
4383,8.0,5.0,7.0,5.0
4384,9.0,5.0,2.0,9.0
4385,4.0,3.0,6.0,8.0
4386,7.0,8.0,4.0,8.0
4387,10.0,7.0,4.0,6.0
4388,9.0,8.0,4.0,7.0
4389,10.0,3.0,10.0,8.0
4390,10.0,4.0,8.0,7.0
4391,8.0,7.0,11.0,6.0
4392,10.0,5.0,9.0,6.0
4393,9.0,6.0,8.0,7.0
4394,8.0,9.0,10.0,8.0
4395,7.0,10.0,5.0,7.0
4396,6.0,3.0,5.0,3.0
4397,7.0,7.0,9.0,8.0
4398,10.0,11.0,7.0,6.0
4399,7.0,2.0,7.0,14.0
4400,7.0,9.0,6.0,9.0
4401,10.0,5.0,5.0,8.0
4402,9.0,6.0,6.0,8.0
4403,9.0,7.0,5.0,8.0
4404,2.0,8.0,11.0,7.0
4405,9.0,2.0,5.0,7.0
4406,6.0,5.0,0.0,5.0
4407,8.0,2.0,9.0,7.0
4408,8.0,5.0,2.0,6.0
4409,4.0,3.0,8.0,12.0
4410,7.0,4.0,4.0,4.0
4411,8.0,10.0,2.0,7.0
4412,8.0,7.0,2.0,5.0
4413,10.0,8.0,10.0,8.0
4414,12.0,6.0,7.0,7.0
4415,10.0,11.0,9.0,13.0
4416,7.0,8.0,8.0,12.0
4417,8.0,7.0,9.0,11.0
4418,9.0,6.0,10.0,6.0
4419,9.0,8.0,5.0,9.0
4420,9.0,6.0,1.0,7.0
4421,7.0,4.0,3.0,8.0
4422,11.0,6.0,7.0,8.0
4423,9.0,9.0,7.0,8.0
4424,9.0,18.0,4.0,7.0
4425,9.0,4.0,10.0,8.0
4426,8.0,5.0,11.0,7.0
4427,6.0,4.0,4.0,8.0
4428,7.0,2.0,6.0,11.0
4429,9.0,9.0,8.0,10.0
4430,10.0,6.0,2.0,9.0
4431,6.0,4.0,11.0,7.0
4432,7.0,11.0,7.0,11.0
4433,8.0,7.0,7.0,6.0
4434,10.0,6.0,8.0,12.0
4435,6.0,7.0,6.0,10.0
4436,10.0,4.0,4.0,7.0
4437,4.0,6.0,6.0,10.0
4438,10.0,4.0,9.0,10.0
4439,9.0,4.0,7.0,7.0
4440,10.0,7.0,9.0,9.0
4441,10.0,8.0,8.0,9.0
4442,10.0,7.0,2.0,10.0
4443,8.0,5.0,9.0,5.0
4444,7.0,8.0,2.0,7.0
4445,8.0,4.0,4.0,12.0
4446,10.0,8.0,7.0,6.0
4447,5.0,11.0,8.0,11.0
4448,10.0,13.0,5.0,4.0
4449,9.0,4.0,7.0,10.0
4450,6.0,6.0,11.0,6.0
4451,10.0,5.0,5.0,15.0
4452,7.0,9.0,14.0,6.0
4453,7.0,4.0,5.0,11.0
4454,8.0,6.0,4.0,8.0
4455,6.0,2.0,7.0,12.0
