,G,p,budget,from_cache,method,trial_id,min_exposed_value,mip_value,greedy_intersection,maxD,I_size,v1_size,v2_size,num_cross_edges,duration,updated_MIP
10567,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa6.json,random,0,"(1138.8, 36.41702898370486)",493.8562514205567,51,60,1036,14600,39848,136325,5.766250451000816,2308.879933761907
10568,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da10.json,dependent,1,"(693.6, 12.856904759700134)",319.51902163549886,354,31,5500,30749,19421,64199,6.9471880510027395,6201.857105160305
10569,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da10.json,greedy_weighted,0,"(649.2, 25.053941805632103)",325.62318068112614,-1,31,5500,30749,19421,64199,0.8763733890009462,6207.961264205933
10570,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa8.json,random,1,"(1236.6, 39.95372323075786)",491.38764392480283,32,43,3769,30524,26571,112229,6.5046263039985215,5734.47022024873
10571,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa6.json,greedy_weighted,0,"(849.4, 43.23540216072935)",361.7654782793182,-1,60,1036,14600,39848,136325,0.22002324500135728,2176.7891606206686
10572,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa8.json,random,0,"(1234.8, 43.83719881561777)",492.87396918590105,17,43,3769,30524,26571,112229,6.464975745999254,5735.956545509828
10573,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da10.json,dependent,0,"(689.8, 42.09156685133021)",320.5882118566047,354,31,5500,30749,19421,64199,8.316140095001174,6202.926295381411
10574,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa8.json,greedy_weighted,0,"(1019.2, 22.89541438803849)",423.9152129810951,-1,43,3769,30524,26571,112229,0.3481397310024477,5666.997789305023
10575,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa6.json,random,1,"(1124.2, 40.69029368289199)",494.1589114863663,44,60,1036,14600,39848,136325,6.446755535998817,2309.1825938277166
10576,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fa9.json,mip_gurobi,0,"(733, 20.530465167647808)",315.6848630137959,429,29,5478,31104,19739,67065,24.056062564999596,6321.261582393034
10577,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa8.json,greedy_weighted,1,"(986, 36.062445840513924)",423.9152129810951,-1,43,3769,30524,26571,112229,1.4077456180020818,5666.997789305023
10578,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa8.json,dependent,0,"(1073, 27.120103244641236)",420.993247217313,377,43,3769,30524,26571,112229,15.339920317997894,5664.07582354124
10579,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa6.json,greedy_weighted,1,"(850.8, 28.61293413825293)",361.7654782793182,-1,60,1036,14600,39848,136325,0.2340583859986509,2176.7891606206686
10580,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/la12.json,dependent,1,"(236.6, 19.15202339179858)",138.33625443980398,520,25,3566,15550,14737,30257,5.2421224110003095,2373.8378561830186
10581,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/la12.json,greedy_weighted,0,"(225, 16.38596960817394)",139.36506634370303,-1,25,3566,15550,14737,30257,0.7285603999989689,2374.8666680869173
10582,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/la12.json,random,0,"(296.2, 18.48512915832616)",181.9912994170224,55,25,3566,15550,14737,30257,3.7418370039995352,2417.4929011602367
10583,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fa9.json,mip_gurobi,1,"(707.8, 28.367234620244535)",315.6848630137959,429,29,5478,31104,19739,67065,23.744007856999808,6321.261582393034
10584,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/la12.json,dependent,0,"(235.2, 10.825894882179487)",138.6132279097528,516,25,3566,15550,14737,30257,5.887468534998334,2374.1148296529673
10585,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa8.json,dependent,1,"(1123.6, 28.823601440486232)",421.9262961965281,358,43,3769,30524,26571,112229,14.872730204999245,5665.008872520455
10586,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/la12.json,random,1,"(299.6, 8.473488065725943)",182.6434223163242,37,25,3566,15550,14737,30257,5.682175196998288,2418.1450240595386
10587,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/la12.json,greedy_weighted,1,"(218.4, 11.84483009586883)",139.36506634370303,-1,25,3566,15550,14737,30257,0.1608755300003395,2374.8666680869173
10588,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da10.json,mip_gurobi,0,"(680.6, 38.63029898926489)",306.1821795116953,457,31,5500,30749,19421,64199,19.99862169699918,6188.520263036502
10589,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/lb5.json,random,1,"(663.8, 13.572030061858838)",346.02943196817,96,78,527,7861,36349,89414,4.787845375998586,1256.2083555908405
10590,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/lb5.json,random,0,"(628.2, 43.27470392735229)",341.04906118136427,111,78,527,7861,36349,89414,5.5715270889995745,1251.2279848040348
10591,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa6.json,dependent,0,"(895.4, 19.641792178922984)",372.65550590326586,517,60,1036,14600,39848,136325,18.762420606999516,2187.679188244616
10592,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da10.json,mip_gurobi,1,"(672, 28.661821295933027)",306.1821795116953,457,31,5500,30749,19421,64199,20.147229714999405,6188.520263036502
10593,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/la12.json,mip_gurobi,0,"(222.8, 22.73103605205887)",132.52964647569684,606,25,3566,15550,14737,30257,6.8532082839992645,2368.031248218911
10594,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/lb5.json,greedy_weighted,0,"(453.4, 41.46444259844813)",243.901222963593,-1,78,527,7861,36349,89414,0.16580507900289376,1154.0801465862635
10595,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/la12.json,mip_gurobi,1,"(223.8, 12.637246535539298)",132.52964647569684,606,25,3566,15550,14737,30257,6.599113598000258,2368.031248218911
10596,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa6.json,dependent,1,"(903, 34.583232931581165)",375.3193417242752,502,60,1036,14600,39848,136325,17.883497375001756,2190.3430240656253
10597,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/lb5.json,greedy_weighted,1,"(440.6, 16.516658257650064)",243.901222963593,-1,78,527,7861,36349,89414,0.7353042310023739,1154.0801465862635
10598,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/lb5.json,dependent,0,"(514.8, 43.447669672837456)",235.59774910795446,483,78,527,7861,36349,89414,8.48024112299754,1145.776672730625
10599,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/lb5.json,dependent,1,"(507.8, 34.85254653536811)",237.4233909366634,486,78,527,7861,36349,89414,8.95592903600118,1147.602314559334
10600,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa6.json,random,0,"(1211, 45.044422518220834)",502.36932406452166,50,54,1383,18121,38347,145697,4.3876020120005705,2823.8664892308125
10601,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa6.json,greedy_weighted,0,"(976.2, 38.94483277663418)",394.19538865664964,-1,54,1383,18121,38347,145697,0.26203601000088383,2715.6925538229407
10602,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa6.json,random,1,"(1206.8, 22.106560112328648)",500.5815894297779,56,54,1383,18121,38347,145697,5.2835501529989415,2822.078754596069
10603,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa8.json,mip_gurobi,0,"(1067, 64.4709236788182)",400.29382110491997,472,43,3769,30524,26571,112229,30.849447795000742,5643.376397428847
10604,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa6.json,greedy_weighted,1,"(985.4, 31.173706869732385)",394.19538865664964,-1,54,1383,18121,38347,145697,0.5231567369992263,2715.6925538229407
10605,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa8.json,mip_gurobi,1,"(1050.6, 34.06317659878479)",400.29382110491997,472,43,3769,30524,26571,112229,32.899955999000674,5643.376397428847
10606,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/lb5.json,mip_gurobi,1,"(496.4, 18.98157000882698)",221.43582753829438,578,78,527,7861,36349,89414,16.675612617000294,1131.614751160965
10607,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia7.json,mip_gurobi,1,"(1145, 54.699177324709375)",418.52496363492014,537,48,2283,24414,33840,146484,49.84279550299834,3958.948111443001
10608,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/lb5.json,mip_gurobi,0,"(463.8, 27.896236305279608)",221.43582753829438,578,78,527,7861,36349,89414,13.633928045001085,1131.614751160965
10609,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia7.json,mip_gurobi,0,"(1163.4, 23.426480742954116)",418.52496363492014,537,48,2283,24414,33840,146484,51.968130789999115,3958.948111443001
10610,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa6.json,dependent,1,"(1042.8, 27.234169713798877)",403.7534730344503,467,54,1383,18121,38347,145697,13.510781056000269,2725.2506382007414
10611,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa11.json,random,0,"(448.2, 25.063918289046505)",253.9187766744577,31,28,5729,23795,15353,37811,3.106239609998738,4492.244233591419
10612,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa6.json,dependent,0,"(1008.2, 48.10093554183744)",404.8662835647554,463,54,1383,18121,38347,145697,14.396955977001197,2726.3634487310464
10613,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab13.json,random,1,"(257, 22.5055548698538)",156.9603732839318,53,24,2895,13124,14457,28418,2.0342317540016666,1862.8312917349378
10614,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab13.json,random,0,"(256.8, 26.128528469854555)",155.65136058253762,79,24,2895,13124,14457,28418,2.13000539299901,1861.5222790335436
10615,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa11.json,random,1,"(456, 11.853269591129697)",253.10899471563576,38,28,5729,23795,15353,37811,2.6141045129988925,4491.434451632597
10616,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa6.json,mip_gurobi,1,"(860.4, 37.89854878488094)",343.6581992941607,640,60,1036,14600,39848,136325,36.85745672899793,2158.6818816355108
10617,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab13.json,dependent,0,"(202.8, 20.06738647656939)",117.82475074017185,522,24,2895,13124,14457,28418,2.1213160879997304,1823.6956691911778
10618,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab13.json,dependent,1,"(203.6, 19.282116066448722)",117.88026666978615,526,24,2895,13124,14457,28418,2.08846143700066,1823.7511851207921
10619,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab13.json,greedy_weighted,0,"(176.8, 11.144505372604026)",119.71208755707654,-1,24,2895,13124,14457,28418,0.5023866880001151,1825.5830060080825
10620,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa11.json,dependent,0,"(359.8, 13.160547101089682)",202.1105858322937,475,28,5729,23795,15353,37811,4.0568947620013205,4440.436042749255
10621,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa6.json,mip_gurobi,0,"(865.8, 42.99651148639852)",343.6581992941607,640,60,1036,14600,39848,136325,37.905040005000046,2158.6818816355108
10622,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa11.json,greedy_weighted,1,"(344, 24.423349483639626)",204.60353133498347,-1,28,5729,23795,15353,37811,0.4567850669991458,4442.928988251944
10623,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa11.json,greedy_weighted,0,"(341.2, 14.788509052639483)",204.60353133498347,-1,28,5729,23795,15353,37811,1.0061254159991222,4442.928988251944
10624,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa11.json,dependent,1,"(357.2, 25.30217381965431)",202.0898054127505,461,28,5729,23795,15353,37811,3.8994685070028936,4440.415262329711
10625,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab13.json,greedy_weighted,1,"(185.6, 10.237187113655782)",119.71208755707654,-1,24,2895,13124,14457,28418,0.10285375499734073,1825.5830060080825
10626,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab13.json,mip_gurobi,0,"(193.4, 9.555103348473002)",112.78296699793634,600,24,2895,13124,14457,28418,3.7429019970004447,1818.6538854489422
10627,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab13.json,mip_gurobi,1,"(181.2, 12.93058390019569)",112.78296699793634,600,24,2895,13124,14457,28418,3.977302598999813,1818.6538854489422
10628,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga7.json,random,0,"(1354.2, 38.609584302346484)",527.6394259549073,34,52,1961,22721,35302,151082,4.438440271002037,3714.7858349145
10629,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga7.json,random,1,"(1370, 36.851051545376556)",527.0147133535647,44,52,1961,22721,35302,151082,4.049522343000716,3714.161122313157
10630,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa11.json,mip_gurobi,0,"(343.4, 12.198360545581524)",193.925589982677,568,28,5729,23795,15353,37811,6.32755546000044,4432.251046899638
10631,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga14.json,random,1,"(176.8, 17.58408371226661)",116.46665969647276,99,25,1893,9124,13179,22525,1.2400423740000406,1160.96515512871
10632,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga14.json,random,0,"(173.6, 20.464603587658374)",116.79531353340117,77,25,1893,9124,13179,22525,1.4921414000018558,1161.2938089656384
10633,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga7.json,greedy_weighted,0,"(1117.8, 62.15464584405578)",436.2753263424608,-1,52,1961,22721,35302,151082,0.18792853700142587,3623.421735302053
10634,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa11.json,mip_gurobi,1,"(356.2, 26.338185207033533)",193.925589982677,568,28,5729,23795,15353,37811,6.774041902001045,4432.251046899638
10635,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga14.json,greedy_weighted,1,"(114.6, 5.9413803110051795)",83.31783265515223,-1,25,1893,9124,13179,22525,0.07098160199893755,1127.8163280873894
10636,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga14.json,dependent,0,"(125.6, 18.568791021496256)",81.74944695517782,567,25,1893,9124,13179,22525,1.5435330359978252,1126.247942387415
10637,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga7.json,greedy_weighted,1,"(1111.8, 80.2477414012382)",436.2753263424608,-1,52,1961,22721,35302,151082,0.19197912399977213,3623.421735302053
10638,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga14.json,mip_gurobi,0,"(128, 10.099504938362077)",78.94920783618991,637,25,1893,9124,13179,22525,2.374587120000797,1123.4477032684272
10639,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga14.json,greedy_weighted,0,"(107, 9.924716620639604)",83.31783265515223,-1,25,1893,9124,13179,22525,0.060155058999953326,1127.8163280873894
10640,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga14.json,dependent,1,"(123.4, 9.208691546577072)",81.63194600727887,577,25,1893,9124,13179,22525,2.243090305000805,1126.130441439516
10641,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga14.json,mip_gurobi,1,"(120.6, 6.107372593840989)",78.94920783618991,637,25,1893,9124,13179,22525,3.394572248998884,1123.4477032684272
10642,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa6.json,mip_gurobi,0,"(997.8, 55.26029315883151)",374.6300603829257,607,54,1383,18121,38347,145697,29.145509083999055,2696.1272255492167
10643,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa6.json,mip_gurobi,1,"(1012, 41.892720131306824)",374.6300603829257,607,54,1383,18121,38347,145697,27.86936848600089,2696.1272255492167
10644,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb15.json,random,0,"(97.8, 11.562871615649808)",74.61194911062616,155,27,1133,5585,10192,14795,1.0323037589987507,669.4420260123359
10645,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha9.json,random,0,"(1127, 16.837458240482736)",462.99407660905695,19,33,4351,31111,24095,95592,7.482174967000902,6055.39863838015
10646,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb15.json,dependent,1,"(59, 9.246621004453464)",44.59092480398658,671,27,1133,5585,10192,14795,1.8157046609994725,639.4210017056963
10647,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb15.json,greedy_weighted,0,"(57.4, 6.4265076052238514)",46.61918547663224,-1,27,1133,5585,10192,14795,0.04750694399990607,641.4492623783419
10648,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb15.json,random,1,"(107.4, 6.268971207462992)",74.62105026976178,151,27,1133,5585,10192,14795,0.9859133579993796,669.4511271714715
10649,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb15.json,greedy_weighted,1,"(53.8, 5.630275304103699)",46.61918547663224,-1,27,1133,5585,10192,14795,0.09403441099857446,641.4492623783419
10650,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb15.json,dependent,0,"(60.6, 10.737783756436894)",44.553992443334245,672,27,1133,5585,10192,14795,1.2362479039984464,639.3840693450439
10651,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha9.json,random,1,"(1105.8, 35.35109616405126)",463.7400560674831,25,33,4351,31111,24095,95592,6.020096844000364,6056.144617838577
10652,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka15.json,random,1,"(93.8, 3.0331501776206204)",68.02206957106311,177,24,1000,5067,9657,13981,0.7943071010013227,602.8455114106334
10653,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb15.json,mip_gurobi,1,"(62, 5.244044240850758)",43.92977033527283,691,27,1133,5585,10192,14795,2.171804582998448,638.7598472369825
10654,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka15.json,random,0,"(86, 5.049752469181039)",68.73845684317118,167,24,1000,5067,9657,13981,1.3641505840023456,603.5618986827416
10655,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb15.json,mip_gurobi,0,"(55.6, 10.4546640309481)",43.92977033527283,691,27,1133,5585,10192,14795,2.5309011850004026,638.7598472369825
10656,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha9.json,greedy_weighted,1,"(883, 56.09367165732691)",398.4263504033375,-1,33,4351,31111,24095,95592,0.9531527180006378,5990.830912174431
10657,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha9.json,greedy_weighted,0,"(907.2, 28.07489982172688)",398.4263504033375,-1,33,4351,31111,24095,95592,0.4449068390022149,5990.830912174431
10658,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka15.json,dependent,0,"(59.2, 9.859006035092989)",40.501501613317366,663,24,1000,5067,9657,13981,1.6905510579999827,575.3249434528877
10659,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka15.json,greedy_weighted,0,"(49, 7.842193570679061)",42.69051699162807,-1,24,1000,5067,9657,13981,0.033698792998620775,577.5139588311985
10660,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha9.json,dependent,1,"(944.2, 34.16430886173464)",396.06937860122764,340,33,4351,31111,24095,95592,11.906331037000198,5988.4739403723215
10661,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka15.json,dependent,1,"(60.8, 6.760177512462228)",40.60905474884017,665,24,1000,5067,9657,13981,0.9292844569972658,575.4324965884106
10662,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha9.json,dependent,0,"(976.8, 28.217016142746207)",397.6670598656114,328,33,4351,31111,24095,95592,14.44712600600178,5990.071621636705
10663,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka15.json,greedy_weighted,1,"(47.4, 8.44393273303382)",42.69051699162807,-1,24,1000,5067,9657,13981,0.03279976799967699,577.5139588311985
10664,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga7.json,dependent,0,"(1197.2, 46.78354411542588)",441.4408147882805,397,52,1961,22721,35302,151082,31.86930595100057,3628.587223747873
10665,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka15.json,mip_gurobi,0,"(47.6, 11.193748255164577)",40.02994759621014,693,24,1000,5067,9657,13981,1.6330972629984901,574.8533894357805
10666,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka15.json,mip_gurobi,1,"(49.4, 7.829431652425353)",40.02994759621014,693,24,1000,5067,9657,13981,1.0706519919986022,574.8533894357805
10667,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb16.json,random,0,"(102.8, 14.635573101180562)",81.56696248927372,129,24,1256,6233,10561,15733,1.0773486109974328,762.0320392421477
10668,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb16.json,dependent,0,"(69.8, 1.9235384061671343)",49.89318509490761,673,24,1256,6233,10561,15733,0.9792700200014224,730.3582618477816
10669,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb16.json,random,1,"(115.2, 11.945710527214361)",81.69226478054203,127,24,1256,6233,10561,15733,1.0084187280008337,762.157341533416
10670,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb16.json,greedy_weighted,0,"(61.2, 7.918333157931661)",52.02558848457653,-1,24,1256,6233,10561,15733,0.04072654399715248,732.4906652374505
10671,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb16.json,greedy_weighted,1,"(61.6, 5.504543577809153)",52.02558848457653,-1,24,1256,6233,10561,15733,0.04392544199799886,732.4906652374505
10672,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb16.json,dependent,1,"(64, 5.244044240850758)",50.059576013839425,667,24,1256,6233,10561,15733,1.2716378750010335,730.5246527667134
10673,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb16.json,mip_gurobi,0,"(64, 6.670832032063167)",49.27635095282238,688,24,1256,6233,10561,15733,1.0409579890001623,729.7414277056964
10674,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb16.json,mip_gurobi,1,"(70, 7.416198487095663)",49.27635095282238,688,24,1256,6233,10561,15733,0.9832238380004128,729.7414277056964
10675,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga7.json,dependent,1,"(1213.8, 73.40095367227867)",442.38974265458563,401,52,1961,22721,35302,151082,34.59187474399732,3629.536151614178
10676,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha9.json,mip_gurobi,0,"(911.2, 12.19426094521517)",376.19131412764017,455,33,4351,31111,24095,95592,19.25688125599845,5968.5958758987335
10677,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha9.json,mip_gurobi,1,"(949.2, 32.614413991362774)",376.19131412764017,455,33,4351,31111,24095,95592,19.974988859001318,5968.5958758987335
10678,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga7.json,mip_gurobi,0,"(1191, 51.63816418115578)",413.58642649088114,548,52,1961,22721,35302,151082,38.137178665001564,3600.7328354504734
10679,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ga7.json,mip_gurobi,1,"(1166.2, 65.79285675512199)",413.58642649088114,548,52,1961,22721,35302,151082,38.44322593000106,3600.7328354504734
10680,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/gb12.json,random,0,"(294.2, 13.6088206689632)",189.51996647437068,40,26,4089,16562,14588,30168,1.8087022849977077,2671.7947898909833
10681,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/gb12.json,random,1,"(304.2, 15.139352694220449)",189.6387922277137,51,26,4089,16562,14588,30168,1.5869324369996318,2671.9136156443265
10682,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/gb12.json,dependent,0,"(234.4, 18.742998692845283)",144.20386226943037,503,26,4089,16562,14588,30168,2.2560305349979903,2626.4786856860433
10683,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/gb12.json,greedy_weighted,0,"(225, 16.0312195418814)",145.82372091531045,-1,26,4089,16562,14588,30168,0.08123125600104686,2628.098544331923
10684,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/gb12.json,greedy_weighted,1,"(223.6, 13.24009063413087)",145.82372091531045,-1,26,4089,16562,14588,30168,0.08186830900012865,2628.098544331923
10685,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/cb10.json,random,1,"(679.4, 37.93151723830725)",336.6204647443868,31,26,5861,28532,17708,52057,2.3934670029993868,5823.486820817987
10686,montgomery,0.078,900,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/gb12.json,dependent,1,"(242.2, 25.547994050414214)",144.25870131735502,489,26,4089,16562,14588,30168,2.1825411710015032,2626.533524733968
